grid_id,centroid_lat,centroid_lon
BLR_00118,12.865142754316716,77.58380865605056
BLR_00119,12.865233361083073,77.57460142544363
BLR_00120,12.874176311624923,77.58390120402252
BLR_00121,12.874266984122002,77.574693644517
BLR_00122,12.874085316293323,77.59310869303117
BLR_00123,12.883209862063318,77.58399382249137
BLR_00124,12.883300600295641,77.5747859338368
BLR_00125,12.883118800762473,77.59320164063695
BLR_00126,12.892243405627326,77.58408651146915
BLR_00127,12.892334209599417,77.57487829341507
BLR_00128,12.892424690257473,77.56567000509047
BLR_00129,12.901548580805835,77.55655341725844
BLR_00130,12.901638479843648,77.54734465945826
BLR_00131,12.901458358197067,77.56576210527719
BLR_00132,12.910582307151625,77.55664525755246
BLR_00133,12.910672271236054,77.54743616981558
BLR_00134,12.910492019262158,77.56585427549592
BLR_00135,12.919706055758382,77.54752774971571
BLR_00136,12.919616026622846,77.55673716763994
BLR_00137,12.919525673448177,77.56594651575872
BLR_00138,12.891876956829174,77.62091867596979
BLR_00139,12.901002391990037,77.61180448987913
BLR_00140,12.901094232281448,77.60259615452618
BLR_00141,12.900910228196821,77.6210127539473
BLR_00142,12.910035723140824,77.6118983095401
BLR_00143,12.910127629883176,77.60268964432302
BLR_00144,12.909943492662645,77.62110690346012
BLR_00145,12.919161020587673,77.60278320516633
BLR_00146,12.9190690473898,77.61199220049811
BLR_00147,12.91897675022206,77.62120112452057
BLR_00148,12.8921522783527,77.59329465900217
BLR_00149,12.901276942312375,77.58417927096801
BLR_00150,12.901367812028758,77.5749707232639
BLR_00151,12.901185749059424,77.59338774813895
BLR_00152,12.910310472113881,77.58427210100004
BLR_00153,12.910401407579085,77.57506322339532
BLR_00154,12.91021921287806,77.59348090805948
BLR_00155,12.919434996245828,77.57515579382142
BLR_00156,12.91934399502727,77.58436500157735
BLR_00157,12.91925266980403,77.59357413877586
BLR_00158,12.928649739214935,77.55682914753282
BLR_00159,12.928559320750566,77.56603882607763
BLR_00160,12.928739833406068,77.54761939917057
BLR_00161,12.937683444923325,77.55692119724316
BLR_00162,12.937773604174541,77.54771111819215
BLR_00163,12.937592961164745,77.56613120646469
BLR_00164,12.946626594686151,77.56622365693197
BLR_00165,12.946717143743449,77.55701331678294
BLR_00166,12.946807368059252,77.54780290679243
BLR_00167,12.955660221310211,77.56631617749154
BLR_00168,12.92891904892303,77.52919969399666
BLR_00169,12.928829603312554,77.53840958124161
BLR_00170,12.929008170226165,77.51998973768649
BLR_00171,12.937952949109276,77.52929075160488
BLR_00172,12.938042134770075,77.52008046457013
BLR_00173,12.937863438906986,77.53850096956248
BLR_00174,12.946897267622129,77.53859242721124
BLR_00175,12.946986842420698,77.5293818782902
BLR_00176,12.94707609244361,77.52017126028011
BLR_00177,12.955931089453427,77.53868395419988
BLR_00178,12.929185439865309,77.50156961887346
BLR_00179,12.929096967210672,77.51077971256183
BLR_00180,12.929273588178866,77.49235945687214
BLR_00181,12.938219532422071,77.50165968427251
BLR_00182,12.938307744390793,77.49244919151123
BLR_00183,12.938130995878092,77.51087010870907
BLR_00184,12.947165017679565,77.51096057343184
BLR_00185,12.947253618117296,77.50174981799624
BLR_00186,12.947341893745586,77.49253899422416
BLR_00187,12.956199032610545,77.51105110674196
BLR_00188,12.956287696946452,77.50184002005648
BLR_00189,12.956376036238709,77.49262886502274
BLR_00190,12.965233040666483,77.51114170865122
BLR_00191,12.965321768904987,77.50193029046495
BLR_00192,12.965410171865619,77.49271880391863
BLR_00193,12.97435583398837,77.50202062923348
BLR_00194,12.97426704184284,77.51123237917149
BLR_00195,12.974444300621782,77.49280881092362
BLR_00196,12.983301036135067,77.5113231183146
BLR_00197,12.983478422502655,77.49289888604947
BLR_00198,12.956022856732574,77.47579588081973
BLR_00199,12.965498249537179,77.48350724926321
BLR_00200,12.965442362216757,77.4762719573907
BLR_00201,12.974744289959473,77.47690988820666
BLR_00202,12.974532441731876,77.48359692449291
BLR_00203,12.983566627055684,77.48368666759245
BLR_00204,12.98724112012367,77.46935706739377
BLR_00205,12.956020728852739,77.52947307406455
BLR_00206,12.956110043242218,77.52026212482828
BLR_00207,12.964964904396322,77.53877555054032
BLR_00208,12.96505460840085,77.52956433893985
BLR_00209,12.965143987161344,77.5203530582265
BLR_00210,12.974088481060479,77.529655672928
BLR_00211,12.973998712446258,77.53886721624455
BLR_00212,12.974177924196447,77.52044406048665
BLR_00213,12.983032513598681,77.53895895132455
BLR_00214,12.983211854342976,77.52053513162065
BLR_00215,12.983389892192045,77.50211103637388
BLR_00216,12.992423943511483,77.50220151189792
BLR_00217,12.992335023538619,77.51141392609242
BLR_00218,12.992512537503703,77.49298902930795
BLR_00219,13.001457987942135,77.50229205581745
BLR_00220,13.001369004048952,77.51150480251678
BLR_00221,13.00154664562039,77.49307924071081
BLR_00222,13.010492025479468,77.50238266814432
BLR_00223,13.010402977661522,77.5115957475996
BLR_00224,13.01058074684818,77.49316952026989
BLR_00225,12.984289024742475,77.47555124226855
BLR_00226,12.992430436401934,77.47504013456904
BLR_00227,12.992600805504063,77.48377647857357
BLR_00228,12.98868771840996,77.46968540204841
BLR_00229,13.001353340243929,77.47688962587715
BLR_00230,13.001634977072484,77.48386635744798
BLR_00231,13.010212607349354,77.47685407331804
BLR_00232,13.010669141756418,77.48395630422745
BLR_00233,12.983122346827068,77.52974707604096
BLR_00234,12.992156205696066,77.52983854829066
BLR_00235,12.992066307849035,77.53905075579226
BLR_00236,12.992245777596379,77.52062627164034
BLR_00237,13.001190057662928,77.52993008968902
BLR_00238,13.001100095192761,77.53914262965972
BLR_00239,13.001279693952112,77.52071748055768
BLR_00240,13.010223902723103,77.53002170024804
BLR_00241,13.010133875625318,77.53923457293891
BLR_00242,13.010313603405628,77.52080875838456
BLR_00243,13.01952605611894,77.50247334889033
BLR_00244,13.019436944371789,77.51168676135273
BLR_00245,13.019614841182532,77.49325986799693
BLR_00246,13.028560079856009,77.50256409806737
BLR_00247,13.028470904175208,77.5117778437881
BLR_00248,13.028648928618919,77.49335028390377
BLR_00249,13.037504857067239,77.51186899491758
BLR_00250,13.03759409668614,77.50265491568727
BLR_00251,13.037683009152799,77.49344076800223
BLR_00252,13.046538803043337,77.51196021475309
BLR_00253,13.018854779339822,77.47864114699675
BLR_00254,13.019703299551328,77.48404631892372
BLR_00255,13.029911622392653,77.47870313481293
BLR_00256,13.028737450403282,77.48413640208788
BLR_00257,13.037480176591362,77.4846839847699
BLR_00258,13.034163120046216,77.47891824016293
BLR_00259,13.044981146264544,77.48403875755783
BLR_00260,12.928102364732377,77.61208616276542
BLR_00261,12.928010000870476,77.62129541714094
BLR_00262,12.928194404390352,77.60287683706832
BLR_00263,12.937135675163965,77.61218019635432
BLR_00264,12.937227781286637,77.60297054004124
BLR_00265,12.937043244603299,77.62138978133353
BLR_00266,12.946076481415938,77.62148421711069
BLR_00267,12.946168978679975,77.61227430127707
BLR_00268,12.946261151271935,77.6030643140973
BLR_00269,12.955109711303807,77.62157872448472
BLR_00270,12.928377511047966,77.58445797271207
BLR_00271,12.928286119832755,77.59366744030032
BLR_00272,12.928468578024415,77.57524843455428
BLR_00273,12.937411020171389,77.58455101441636
BLR_00274,12.937502152910266,77.575341145606
BLR_00275,12.937319562959651,77.59376081264502
BLR_00276,12.94635299918014,77.59385425582215
BLR_00277,12.946444522392966,77.58464412670236
BLR_00278,12.946535720898819,77.57543392698871
BLR_00279,12.955386428489648,77.59394776984391
BLR_00280,12.955478017708124,77.58473730958221
BLR_00281,12.955569281985493,77.57552677871448
BLR_00282,12.964419850883589,77.5940413547225
BLR_00283,12.96451150611228,77.58483056306808
BLR_00284,12.964602836165728,77.57561970079547
BLR_00285,12.973544987600867,77.5849238871722
BLR_00286,12.973453266357389,77.59413501047018
BLR_00287,12.973636383434942,77.5757126932438
BLR_00288,12.982486674906472,77.59422873709916
BLR_00289,12.982669923788574,77.57580575607162
BLR_00290,12.955750835670747,77.55710550616423
BLR_00291,12.955841125055631,77.5478947649834
BLR_00292,12.964693841032359,77.5664087681555
BLR_00293,12.964784520700654,77.55719776539905
BLR_00294,12.964874875159122,77.54798669277703
BLR_00295,12.973818198828607,77.55729009449945
BLR_00296,12.973727453848035,77.56650142893591
BLR_00297,12.973908618365163,77.54807869018536
BLR_00298,12.982761059752663,77.5665941598449
BLR_00299,12.982942354669202,77.54817075722039
BLR_00300,12.955202275275829,77.61236847754596
BLR_00301,12.955294514341668,77.60315815924875
BLR_00302,12.964142934262316,77.62167330346797
BLR_00303,12.964235564946936,77.61246272517329
BLR_00304,12.964327870491259,77.60325207550785
BLR_00305,12.973268847688713,77.61255704417137
BLR_00306,12.973176150286875,77.62176795407281
BLR_00307,12.973361219716116,77.60334606288686
BLR_00308,12.982209359372893,77.62186267631157
BLR_00309,12.982394562011669,77.60344012139807
BLR_00310,12.982578462169315,77.58501728190669
BLR_00311,12.991611929813045,77.58511074728379
BLR_00312,12.991520076526259,77.59432253462167
BLR_00313,12.99170345722205,77.5758988892911
BLR_00314,13.000645390527481,77.5852042833157
BLR_00315,13.000553471212173,77.59441640304999
BLR_00316,13.000736983730796,77.57599209291439
BLR_00317,13.009678844308056,77.58529789001466
BLR_00318,13.00958685895964,77.59451034239638
BLR_00319,13.009770503310259,77.57608536695368
BLR_00320,12.98285187005004,77.5573824934775
BLR_00321,12.991885534360394,77.55747496234527
BLR_00322,12.991794658741686,77.56668696089459
BLR_00323,12.991976084066668,77.54826289389415
BLR_00324,13.000919191755106,77.55756750111482
BLR_00325,13.000828250810526,77.56677983209708
BLR_00326,13.00100980655301,77.54835510021867
BLR_00327,13.009952842229614,77.55766010979826
BLR_00328,13.009861835954634,77.56687277346452
BLR_00329,13.010043522123672,77.54844737620603
BLR_00330,12.982302123496574,77.61265143455252
BLR_00331,12.991335392365933,77.61274589632907
BLR_00332,12.991242561515786,77.62195747019663
BLR_00333,12.991427897373331,77.60353425105374
BLR_00334,13.000368654292211,77.61284042951335
BLR_00335,13.000275756710964,77.6220523357404
BLR_00336,13.00046122579652,77.60362845186621
BLR_00337,13.009401909270823,77.61293503411773
BLR_00338,13.009308944953844,77.62214727295526
BLR_00339,13.009494547276665,77.60372272384775
BLR_00340,13.018712291150196,77.58539156739288
BLR_00341,13.018620239764086,77.5946043526731
BLR_00342,13.018804015955853,77.57617871142115
BLR_00343,13.027745731049334,77.5854853154626
BLR_00344,13.027653613620934,77.59469843389243
BLR_00345,13.027837521663018,77.57627212632902
BLR_00346,13.036686980525609,77.5947925860667
BLR_00347,13.036779164000894,77.5855791342361
BLR_00348,13.03687102042719,77.57636561168945
BLR_00349,13.045720340473538,77.59488680920819
BLR_00350,13.018986485779358,77.5577527884077
BLR_00351,13.01889541416943,77.56696578500906
BLR_00352,13.01907723077409,77.54853972186825
BLR_00353,13.028020122399775,77.55784553695524
BLR_00354,13.027928985450362,77.56705886674284
BLR_00355,13.028110932499715,77.54863213721742
BLR_00356,13.036962549792863,77.56715201867802
BLR_00357,13.037053752086313,77.55793835545299
BLR_00358,13.037144627295985,77.54872462226561
BLR_00359,13.045996107192366,77.5672452408268
BLR_00360,13.019257740872037,77.53011337997968
BLR_00361,13.019167649142133,77.53932658564186
BLR_00362,13.019347505952378,77.52090010513292
BLR_00363,13.028291572105177,77.53020512889593
BLR_00364,13.028201415738668,77.53941866778058
BLR_00365,13.028381401587819,77.52099152081469
BLR_00366,13.037235175410366,77.53951081936712
BLR_00367,13.03732539641798,77.53029694700878
BLR_00368,13.037415290307404,77.52108300544184
BLR_00369,13.046268928152672,77.53960304041352
BLR_00370,13.046243314536765,77.49432289216278
BLR_00371,13.046628106604793,77.50274580176192
BLR_00372,13.055895540007013,77.49504331207925
BLR_00373,13.055662109607432,77.5028367563032
BLR_00374,13.055572742098963,77.51205150330658
BLR_00375,13.06460667422958,77.51214286058996
BLR_00376,13.064752642918203,77.49549980087768
BLR_00377,13.064696105689523,77.502927779323
BLR_00378,13.072599487484664,77.51188265006056
BLR_00379,13.07134196614264,77.49562668075511
BLR_00380,13.044818364216855,77.47966782759445
BLR_00381,13.046449172106588,77.52117455902629
BLR_00382,13.046359213805898,77.53038883433021
BLR_00383,13.055483046980825,77.52126618158005
BLR_00384,13.055393024264381,77.53048079087226
BLR_00385,13.055302673961036,77.53969533093183
BLR_00386,13.064336412830908,77.53978769093413
BLR_00387,13.064516914925576,77.52135787311508
BLR_00388,13.064426827788878,77.53057281664694
BLR_00389,13.073370144757737,77.53988012043247
BLR_00390,13.073355966727364,77.52171674799621
BLR_00391,13.072396136822622,77.50397389099521
BLR_00392,13.073460624374846,77.53066491166628
BLR_00393,13.082403869736975,77.53997261943897
BLR_00394,13.081642764160646,77.52392494649477
BLR_00395,13.08249441401774,77.5307570759423
BLR_00396,13.089968049049133,77.52489386080642
BLR_00397,13.090121818235328,77.54120954564686
BLR_00398,13.089681603585092,77.5306362852917
BLR_00399,13.097928868811138,77.544001390134
BLR_00400,13.018435157297182,77.61302971015456
BLR_00401,13.018342126239837,77.62224228185362
BLR_00402,13.018527861809181,77.6038170670107
BLR_00403,13.027468398366713,77.61312445763622
BLR_00404,13.027375300564358,77.62233736244787
BLR_00405,13.027561169389488,77.60391148136736
BLR_00406,13.036408467922817,77.62243251475046
BLR_00407,13.036501632474833,77.61321927657507
BLR_00408,13.036594470013013,77.6040059669301
BLR_00409,13.04544162831064,77.62252773877381
BLR_00410,13.0459045122438,77.57645916751471
BLR_00411,13.045812590000308,77.5856730237256
BLR_00412,13.054937997108281,77.57655279381702
BLR_00413,13.054846009043006,77.5857669839434
BLR_00414,13.054753693460146,77.59498110332922
BLR_00415,13.063787039480866,77.5950754684421
BLR_00416,13.063971475016066,77.5766464906086
BLR_00417,13.063879421124419,77.58586101490178
BLR_00418,13.07282037853112,77.5951699045592
BLR_00419,13.073004945962596,77.57674025790169
BLR_00420,13.046178315158347,77.54881717702492
BLR_00421,13.046087374834405,77.5580312439131
BLR_00422,13.055211996082242,77.54890980150743
BLR_00423,13.055120990639494,77.55812420234771
BLR_00424,13.055029657644313,77.56733853320135
BLR_00425,13.064063201144144,77.56743189581387
BLR_00426,13.064245670063123,77.54900249572528
BLR_00427,13.064154599497025,77.55821723076897
BLR_00428,13.073096737687289,77.56752532867657
BLR_00429,13.073279337096432,77.54909525969055
BLR_00430,13.045627763675176,77.60410052371124
BLR_00431,13.045534859616952,77.61331416698353
BLR_00432,13.054661050371397,77.60419515172316
BLR_00433,13.0545680797885,77.61340912887398
BLR_00434,13.054474781723226,77.62262303453038
BLR_00435,13.06350792815601,77.6227184020326
BLR_00436,13.063694330097107,77.60428985097823
BLR_00437,13.063601292984893,77.61350416225883
BLR_00438,13.072541067604394,77.62281384129298
BLR_00439,13.072727602847722,77.60438462148883
BLR_00440,13.07291282623998,77.58595511661304
BLR_00441,13.081853710606335,77.59526441169285
BLR_00442,13.0820384099433,77.57683409570859
BLR_00443,13.08194622438512,77.58604928908946
BLR_00444,13.091071866953614,77.57692800404153
BLR_00445,13.09088703570194,77.5953589898554
BLR_00446,13.090979615555263,77.58614353234337
BLR_00447,13.100105316988978,77.57702198291281
BLR_00448,13.099920353813376,77.59545363905922
BLR_00449,13.100012999745859,77.58623784638709
BLR_00450,13.07318820140243,77.55831032918904
BLR_00451,13.082130267269195,77.56761883180165
BLR_00452,13.082312997177613,77.5491880934154
BLR_00453,13.082221796351165,77.5584034976201
BLR_00454,13.09134665030211,77.54928099691195
BLR_00455,13.091163789885298,77.56771240520135
BLR_00456,13.091255384338664,77.55849673607432
BLR_00457,13.098424107426125,77.54924940381333
BLR_00458,13.10019730553104,77.56780604888792
BLR_00459,13.099620579097667,77.55925402661376
BLR_00460,13.072634499201548,77.61359926715053
BLR_00461,13.081574200063804,77.62290935232397
BLR_00462,13.08176086861867,77.60447946326734
BLR_00463,13.081667698433895,77.61369444356151
BLR_00464,13.090794127405374,77.60457437632616
BLR_00465,13.090607325529652,77.62300493513806
BLR_00466,13.090700890677342,77.6137896915042
BLR_00467,13.099827379203267,77.60466936067769
BLR_00468,13.099640443997362,77.62310058974774
BLR_00469,13.099734075927321,77.61388501099103
BLR_00470,13.109138760044832,77.57711603233473
BLR_00471,13.108953664936056,77.5955483593167
BLR_00472,13.109046376952328,77.58633223123294
BLR_00473,13.117986969065418,77.59564315064021
BLR_00474,13.118172196116605,77.57721015231957
BLR_00475,13.118079747170102,77.58642668689332
BLR_00476,13.12720562519974,77.57730434287966
BLR_00477,13.127113110394628,77.58652121338051
BLR_00478,13.127020266196894,77.59573801304215
BLR_00479,13.136089796157533,77.5776446002425
BLR_00480,13.109230814201862,77.56789976287357
BLR_00481,13.109176941439213,77.56173935867308
BLR_00482,13.118231977314707,77.56802877292989
BLR_00483,13.11614570838564,77.56284554505325
BLR_00484,13.125854856814811,77.56982436756054
BLR_00485,13.108860624007766,77.60476441633439
BLR_00486,13.108673555462348,77.62319631616553
BLR_00487,13.108767254179254,77.61398040203453
BLR_00488,13.117706659920023,77.62329211440395
BLR_00489,13.1178938618143,77.60485954330868
BLR_00490,13.117800425428554,77.6140758646471
BLR_00491,13.1269270926183,77.60495474161297
BLR_00492,13.12682832375965,77.61416946675368
BLR_00493,13.125721731494133,77.62284107102425
BLR_00494,13.132706613397188,77.60493992104786
BLR_00495,13.133703347492123,77.57208259730083
BLR_00496,13.132222974216713,77.59523097723901
BLR_00497,13.133806477072854,77.58512917507034
BLR_00498,13.14144750928645,77.57809467475342
BLR_00499,13.131326045448063,77.6188722036822
BLR_00500,13.13214561592513,77.61197629561626
BLR_00501,12.850956854298124,77.6435641324568
BLR_00502,12.85085049796191,77.64322790720296
BLR_00503,12.85557859548425,77.64322513808926
BLR_00504,12.858815905369726,77.62780637078441
BLR_00505,12.856239074660555,77.64774029602455
BLR_00506,12.86449947478471,77.64825728270394
BLR_00507,12.85966043002378,77.66222752757913
BLR_00508,12.858323241122187,77.65601016638557
BLR_00509,12.868429563445872,77.67202435164315
BLR_00510,12.86597286040757,77.6392214630737
BLR_00511,12.864875491246002,77.6296801888105
BLR_00512,12.873625497522143,77.63914507185673
BLR_00513,12.873718106852733,77.62993793908865
BLR_00514,12.87353256542676,77.64835213262553
BLR_00515,12.88265864863537,77.63923966496445
BLR_00516,12.882751325105076,77.63003220312049
BLR_00517,12.882565649166928,77.64844705479676
BLR_00518,12.891691792846746,77.63933433008378
BLR_00519,12.891784536460182,77.63012653891354
BLR_00520,12.865883331264179,77.66501901730729
BLR_00521,12.864406287538653,77.65746394242231
BLR_00522,12.873345732988716,77.66676603716384
BLR_00523,12.873439310578352,77.65755912114467
BLR_00524,12.873448296677198,77.67291119189052
BLR_00525,12.882378745543749,77.6668614805532
BLR_00526,12.882472326711516,77.65765437236705
BLR_00527,12.88223845368241,77.67257861301033
BLR_00528,12.891411622657388,77.66695727044883
BLR_00529,12.891505335933548,77.65774969610187
BLR_00530,12.891598726000607,77.64854204923004
BLR_00531,12.900724930151672,77.6394290672271
BLR_00532,12.900817740913462,77.63022094648012
BLR_00533,12.9006317959232,77.64863711593775
BLR_00534,12.909758060545538,77.63952387640677
BLR_00535,12.909850938460309,77.63031542583253
BLR_00536,12.909664858930094,77.64873225493228
BLR_00537,12.918884129096137,77.63040997698313
BLR_00538,12.918791184023759,77.63961875763516
BLR_00539,12.918697915016693,77.6488274662261
BLR_00540,12.904420045704468,77.6949644350108
BLR_00541,12.902803030229535,77.68337592607121
BLR_00542,12.903818879318898,77.70443246008604
BLR_00543,12.90923264695842,77.69481203618231
BLR_00544,12.90945032570357,77.68545233957308
BLR_00545,12.90918623274446,77.70386620585049
BLR_00546,12.918321599878334,77.68566157496733
BLR_00547,12.918226711375777,77.69486991949425
BLR_00548,12.918131499009991,77.70407819045676
BLR_00549,12.892835587901004,77.6735688316815
BLR_00550,12.900444557113412,77.66705299624803
BLR_00551,12.900538338239835,77.65784509236154
BLR_00552,12.900530075482486,77.67607193313232
BLR_00553,12.909477484644409,77.66714879483503
BLR_00554,12.90957133362577,77.65794056115854
BLR_00555,12.909383311997894,77.67635695571121
BLR_00556,12.918604322086747,77.65803610250533
BLR_00557,12.91851040524577,77.66724466622233
BLR_00558,12.918416164505658,77.67645315712652
BLR_00559,12.927824300581726,77.63971371092465
BLR_00560,12.927730964178393,77.64892274983158
BLR_00561,12.927917312816346,77.63050459994425
BLR_00562,12.936857410214847,77.63980873628765
BLR_00563,12.936950489616342,77.63059929472821
BLR_00564,12.936764006410593,77.64901810576119
BLR_00565,12.945797041708687,77.64911353402738
BLR_00566,12.945890512918519,77.63990383373657
BLR_00567,12.945983659491535,77.63069406134743
BLR_00568,12.95483007006808,77.64920903464261
BLR_00569,12.910486732161962,77.72263873804027
BLR_00570,12.910727738262132,77.71316297064789
BLR_00571,12.911604541834876,77.72739587071487
BLR_00572,12.918035962793038,77.71328638760433
BLR_00573,12.917940102737004,77.72249451068645
BLR_00574,12.918152394739494,77.73176406537785
BLR_00575,12.918253213057495,77.7408691341843
BLR_00576,12.921344443934776,77.74750293351096
BLR_00577,12.926972604304671,77.72259243636846
BLR_00578,12.926876350919594,77.73180081533715
BLR_00579,12.92706853362886,77.71338398307107
BLR_00580,12.936005098905039,77.7226904363792
BLR_00581,12.936101097502167,77.71348165261597
BLR_00582,12.935908776013063,77.73189914580091
BLR_00583,12.944941194129798,77.73199755085672
BLR_00584,12.945037586533475,77.72278851073143
BLR_00585,12.945133654408325,77.71357939625182
BLR_00586,12.953973605265173,77.73209603051748
BLR_00587,12.927259420046044,77.69496685449225
BLR_00588,12.92716413888002,77.70417545569546
BLR_00589,12.927354377114874,77.68575817971195
BLR_00590,12.93629212176331,77.69506386306732
BLR_00591,12.936387147403135,77.6858548577831
BLR_00592,12.936196771792295,77.70427279476182
BLR_00593,12.94522939774219,77.7043702076685
BLR_00594,12.945324816522946,77.69516094523215
BLR_00595,12.94541991073851,77.68595160919338
BLR_00596,12.954262016725089,77.70446769442826
BLR_00597,12.92754331891289,77.66734061042244
BLR_00598,12.927449010074483,77.67654943160515
BLR_00599,12.927637303618162,77.65813171641437
BLR_00600,12.936576225641156,77.66743662744788
BLR_00601,12.936670278215406,77.65822740289815
BLR_00602,12.936481848699747,77.67664577915974
BLR_00603,12.945514680376847,77.67674219980283
BLR_00604,12.945609125425955,77.66753271731122
BLR_00605,12.945703245873874,77.65832316196916
BLR_00606,12.954547505101171,77.67683869354703
BLR_00607,12.954642018262684,77.66762888002495
